mean,std,skew,kurt_excess
0.0002963723863536362,0.01323042136414539,-0.08596826204258923,2.9069218477303576
3.762267251432565e-05,0.01321611235402576,-0.1804140543849301,2.456384288590516
0.0004170377068016398,0.011953440844233906,-0.2859429714429684,3.6394810836278984
-2.072850384467905e-05,0.012299636344291782,-0.36733084371762853,3.625714411939466
0.00014948176868840847,0.012026287984939786,-0.18245154307449882,3.0323966495138324
0.00032202231696867216,0.01193673903452113,-0.3932479029620635,3.7374163018789073
0.00025826565339472443,0.012301232264740492,-0.20208115716325842,2.719259608477828
0.0003315836507147691,0.012768859630253494,-0.18834070427428315,2.7713528134522507
-3.768360079751741e-05,0.012905583372055945,-0.3584745500209852,2.476417532032978
7.052306054815476e-05,0.01298923416382512,-0.2216072207549063,2.4498037374208623
0.0005724472997828354,0.012741433926941654,-0.10286167734058504,2.744255151985893
0.00039671690132502815,0.012752512074991026,-0.17484180697328996,2.2370137986253953
0.0001833249492004028,0.011202404103633564,-0.2214309589905468,3.1189406620764144
0.00015971504777934675,0.0110284160609614,-0.4083470886137918,4.139907903422831
0.0003300499870380779,0.011717246745739627,-0.27126158508919834,3.389276389230738
2.878111943572326e-05,0.011755499750425159,-0.3091852520399849,3.102275250297044
0.0008405204172515508,0.01205843453190728,-0.0753425202770743,3.317118173109801
0.0006231817572026054,0.010994165590319205,-0.13413362569518317,3.50057925175349
0.00035339782010979684,0.012205710908662622,-0.1315877600449008,2.7599816768320515
0.00018382709480282495,0.013135667175628297,-0.24532383588939832,2.726690314165781
9.088892571625688e-05,0.011728061970046208,-0.23026595540480946,3.166817795546792
0.00030991264407497084,0.012155318060832723,-0.26342726869135524,3.319351026092755
0.0004165448204797635,0.0131828925242829,-0.10262772409185257,2.9611522044844563
0.0001393723027514756,0.012930122103628237,-0.2669727680376071,3.0202063713146634
0.0002648888998299688,0.012706363972281974,-0.1276675633437094,2.8512467187962836
0.00018677213947642935,0.010500416778294662,-0.4990981581833809,4.563133015323835
-0.000246967256754943,0.0133246815586096,-0.13116594417890143,2.647399095520993
0.0004337988534168991,0.01147544682659431,0.0004862952456445271,3.6070401364240183
-0.00020032133877461987,0.013934584856432666,-0.3136599742952413,2.5592101234495903
-6.845349765032971e-05,0.012939365072577133,-0.24368296329210012,2.811779477886316
0.0002196293322124123,0.012810990314139752,-0.14023808748774608,2.557285093292637
-6.878712034340266e-05,0.01199137613286984,-0.3823890920444331,3.5725502879812794
0.00040519808168578634,0.012846853037625049,-0.1762312854641265,2.8424014343710953
0.00010158357783769794,0.01170689955111836,-0.26353543483566916,3.648660835067502
-0.00011301060606705966,0.012259955854012232,-0.26712405332070527,2.9357779516836953
0.00016954621616121422,0.011896539518718257,-0.150288687239237,3.3601120873194734
4.1469586518730555e-05,0.012286437875685263,-0.3847895480851617,3.687485607801836
0.00017468631809852347,0.010768129686928805,-0.3091569481679693,4.1118203036627605
0.0003602134206521424,0.013888855745475019,-0.030733389305642237,3.13817245767933
0.00020465185567697993,0.012310123388706634,-0.22815831448542437,2.594855443431644
0.0002910757230722143,0.011482691545354046,-0.3460502463096423,3.372873418512839
0.00015592026421383846,0.012724714733819847,-0.24999229871166506,2.484733797575383
0.00015591499272857,0.01319671175422974,-0.27514276054319964,2.854031872284329
8.3454182475969e-07,0.012061443339164792,-0.3539975914638946,3.231287062808714
1.0488898628270893e-05,0.011743579464825222,-0.3259915736776617,3.2636164253196007
0.0004649306931783306,0.01229000041310254,-0.021316792423824175,3.0594907838781644
-8.780721224279323e-05,0.012561369956998344,-0.3461700326622398,2.8980882936741574
0.00014531292999840536,0.012432953293899672,-0.18521451629329588,2.404918616268401
0.0002563201847037779,0.012746846200968841,-0.12940829715201915,2.9427895257447565
0.0003974672449852432,0.01232371235514411,-0.22841045896229606,2.719303305586556
0.00042948691347535176,0.011425623417414526,-0.20723314437795323,3.8330168423492754
0.00036591455098190925,0.012128294275295276,-0.1673049630475984,2.996267513829088
0.00046981320012526583,0.011535923181274265,-0.2543815145436945,3.831337380904058
0.0005531909184413385,0.011772787750881612,-0.13883872966083294,4.044999819851275
0.000196482617985354,0.011251247985575863,-0.23017889766672345,3.5442717964283545
0.0003599594730163053,0.013640716552898021,-0.05903321543118383,2.417039639417145
0.0006534425941407735,0.012570368020455752,-0.14008611363495285,2.8353936662028127
6.661753279262704e-05,0.011442117111641613,-0.194780742640777,3.4159034337551892
0.00038485783697941764,0.01239653173772274,-0.08224925594543893,3.1037109865012535
0.00013463632315545489,0.011596752840192067,-0.3660851924298587,3.2973470745445415
0.00016136527042296094,0.01258559267058374,-0.20510488243318495,2.624224896401927
0.0004648072538585484,0.013044147601888796,-0.16434713305097864,2.7825738649189544
-0.00015402183124126116,0.012054900770537537,-0.37562133717632407,2.876866932861028
0.0006052308372659981,0.011607998597334709,-0.14340107240760408,4.011832076814292
-0.00015474825905229255,0.011779959522844505,-0.45630879265496904,3.8179023458837813
0.0001523199351423022,0.012856463211117658,-0.2799868286084112,2.8294740307453754
0.00029692038142175984,0.011474934937176016,-0.37293567665555505,3.3080331044991818
8.688788299006514e-05,0.011375191042000065,-0.3517562006954314,3.4708678961581274
0.0003536953012535045,0.012262773191232127,-0.11946564259853572,3.2254854397666044
0.0004025252285163521,0.01051881599696086,-0.27958235368159895,3.7893091623022395
0.00047058844907196383,0.01177943763232017,-0.29134061778779596,2.752941610555938
0.0001923354485047547,0.01178826461895165,-0.2041111976087381,3.1314499669666045
0.0003155616542685712,0.011036645089046797,-0.3302855594416836,3.310412714506416
3.9936171261019145e-05,0.012962689356441537,-0.17766168876109345,2.9412286157222614
7.97290082709484e-06,0.012331046704371556,-0.3928023273526817,3.5168290211831508
0.000610221347275329,0.011930291325734173,0.10715881769127499,3.891789945512974
0.0004234652122691834,0.0118429767162341,-0.1614007936244752,3.060786233058894
0.0002790930007473947,0.01259718039023573,-0.20735652946519528,2.6457597824898844
0.00011027022377687263,0.01236879963421479,-0.23923175394571342,3.089413260239218
0.000383309701672657,0.012071294681483604,-0.237958072564743,3.2705955982885477
-0.0003361937940490825,0.012179136371335327,-0.45447137339380833,2.78148029118611
0.0006011061007808921,0.011866060168995121,-0.129493511601171,3.312509072494942
-2.6691051670219846e-05,0.011970289192869785,-0.27834381594005086,2.7740740832637227
0.0004961356140622123,0.012550494017431194,-0.11522326679045648,3.0714497617090224
-0.0002611349390041397,0.011452842563118544,-0.18796794330044972,3.0872145345052022
-2.1483647612615086e-05,0.014191307860711551,-0.24552682209884966,2.1450404547043123
8.54480324985412e-05,0.011783512454210922,-0.14565918779355017,3.203576624771711
0.00021130258174672817,0.012309143214628681,-0.17264149520125277,3.2609838314326414
0.00048414167081471763,0.011511768164350376,-0.28666338717291473,3.0899611415915142
-0.00014007032327102508,0.012419533193150105,-0.2689885124128491,3.098158862448173
-0.00017769726518482103,0.013079812957083941,-0.3213587009790965,2.451196811653249
0.00021021173015870257,0.011645853062971506,-0.2509013855144318,3.6839207841104784
0.00041043477921612933,0.012481891830934832,-0.238317286962928,3.387392038843873
0.00017793831480979563,0.011771087004570358,-0.44390563528433047,3.0939745737215567
0.0003085698872033533,0.010746644717097409,-0.21180870862171475,3.2637131213958543
0.0005887755518092635,0.011320421786293354,-0.1950651182143435,4.328719464850566
0.0002309496555033705,0.012291513502157344,-0.22180130707710136,2.9059435510916938
0.0005374066919414575,0.011314097566115741,-0.12867267134411917,4.173052033950994
0.00022851635951512845,0.011288450805459257,-0.2425398512412133,3.3618313251716794
-0.0006801270477857662,0.013706312434234721,-0.21762834402034215,1.7438001978628757
0.00048422653661340343,0.01300033266326982,0.02046311679690345,2.5820223179951025
-7.750623225384968e-05,0.011927959308851314,-0.1692094281291573,2.595501408947084
0.00032986987336812825,0.011203754709571762,-0.33992542938458664,4.013885928148682
0.0004010207343076672,0.012298862670845682,-0.27038794773868136,3.121937926919289
1.0886151685395412e-05,0.012637428676497559,-0.18471289361398327,3.407394317863619
0.00047933196717784464,0.01184233825237809,-0.082695803203564,2.846200457002097
0.00011068263850533498,0.012751204133906038,-0.2120162636842838,3.107418326852553
0.0003564650331304404,0.012338066758504181,-0.20749865625553485,2.9159796097219877
-0.00012730063836559433,0.01153919330302373,-0.2808075915217069,3.2950743618343914
0.0006282418434299164,0.011375505519352682,-0.1846884628467113,3.407434696808335
0.00013142377761928722,0.011257373620627863,-0.22840094897122948,3.2943550428866093
0.00037828095760985756,0.010923784283727452,-0.29945606292895105,3.717746041675701
0.00025478300605759845,0.011866857240503185,-0.10838346090536156,3.511896045123401
0.0005983452644012932,0.012483229834439178,-0.13657674693840488,2.832664453182778
0.00035776014571329553,0.01116007459032251,-0.26541743782076377,4.199928973532886
2.735851717581777e-05,0.012443216941374137,-0.21113152319481693,2.6323494570349686
0.00020416511354084485,0.013387249413183632,-0.38369745333304967,2.7574120693137356
0.00031199135530078935,0.012445970956642578,-0.12415263494777998,2.6737852921177554
0.00021764215405583172,0.011534574912215571,-0.2533538934202159,3.593283453490412
0.00034250850196521955,0.012765835609896138,-0.09148090553588961,2.997400118969259
0.000455590208114386,0.01205108764608349,-0.22493270822766864,3.1028907140603312
0.00012706649892263843,0.01321355550263207,-0.10411497991342733,2.6843169865504306
0.0005039330189963776,0.011963154133766973,-0.12127933025228452,2.8429087488912383
0.00031948916524369595,0.012781272559483818,-0.23103157431539545,3.6307065535358705
0.0006786139757482246,0.010392036284557097,0.04057437130448204,3.210004871023319
0.0001663394286593902,0.012412756138360615,-0.26111592656364596,2.8927375138227953
0.00038497441178124295,0.011440738852805252,-0.2934723965382588,3.5607367195463233
0.00043856476842890667,0.013194211982196358,-0.20888420776012415,2.850735177645106
0.00035222574198401206,0.011025811183978497,-0.3024667096592093,3.9632326162696323
0.00011334151993633416,0.01254436755034328,-0.18943523751613858,2.42840911568618
0.0003784793504429632,0.01255203050310016,-0.24998614067947084,3.5503378839200206
0.0004009469893942982,0.012774589464770635,-0.0781796804858335,2.7437485197372444
0.00022961021988543727,0.011868033302979236,-0.1963542699564131,3.34013663414221
0.00015905878200278705,0.012586176913620897,-0.28364587985201445,2.372824266406032
-4.6754810183500285e-05,0.012432023362193574,-0.36741636008532447,3.3438646358726496
0.00047086326267837164,0.01267136994474427,-0.09034151323677796,2.5570104784595635
0.00031802688093337893,0.012613787168664669,-0.17435860597139796,2.5103435374562277
-0.0002651266422568449,0.01254954947615687,-0.3595872635858753,3.049384752179103
0.0002655921712584068,0.01227290205498388,-0.2115224809432955,2.718454939292343
-0.00012080311511041141,0.0125458649255678,-0.2104002286521134,2.922343314955544
0.0003669879311001912,0.012355699805906211,-0.24878702077900075,2.7986629023945024
-0.00014941234550664074,0.013736029337668895,-0.15547551911933874,2.15496772451678
0.00035110724277485444,0.012493632474950804,-0.239810690834693,3.089862709432963
-8.384827312865733e-05,0.01401475909104245,-0.08181874717042185,2.2471513201121285
0.00015508763669598265,0.01365594315258266,-0.09038104293268961,2.4521551156622987
0.00019613554334576213,0.011659492561091469,-0.2753842293608714,3.5837456540153365
0.00024928900514997813,0.012821321966686727,-0.3220571518869683,3.0678237258828585
0.0003249384735027393,0.011794360349826382,-0.3136229698030731,3.7026153434331315
0.0003574320969799955,0.012309839780292018,-0.25149606993369633,3.2301531738834246
0.00036560926669918463,0.013491221405940274,-0.046275096760970504,2.1841895730608103
-3.104627640838206e-05,0.011682975870607676,-0.2817735992690006,3.041814062706891
0.00017005603568572805,0.012763906751588458,-0.17378278849252174,2.6792796849168514
0.0002126188014223389,0.013009317472096268,-0.19124301597545967,2.4592758805561665
0.0001743815719150178,0.012938055998517932,-0.21196375742928764,2.73412770523747
0.00043537877771727046,0.012290457392870718,-0.24695752769124163,3.098606489097943
0.0004332298601494821,0.011608143395787723,0.0407762743471304,4.6088596252924985
6.41480545992477e-05,0.012176680738666562,-0.4266481729763501,3.1239956315405992
0.00032168831108267344,0.013053184982380495,-0.14394035647464584,2.677720257231334
0.0005790370405018757,0.011274165603593,-0.1454999905016342,4.269641580735305
0.0002460941741017374,0.011385429698306871,-0.3522553600677615,3.5732434225661773
0.0005034344653916085,0.012209681494606472,-0.10890456973129857,3.1975831534627934
0.00010754673969253058,0.01367887940205655,-0.19713171141591657,2.4304689197089777
2.2023299618477712e-05,0.012597261457863876,-0.4210941247203313,2.965575602140544
0.0002040483148259014,0.012354523690111608,-0.22621297205488056,2.8505916715341275
0.00018881573544328315,0.013148341461793523,-0.35062560207760246,2.3291533218999643
0.0001961486211338552,0.011073020943502685,-0.62235721419846,4.585154244619872
0.0004827930390887105,0.012394850323246448,-0.2840176751185449,3.144633732120578
0.00029864378045559253,0.0123797334180516,-0.33048382757298805,3.143561711502991
0.00028392863579914177,0.011308803950584059,-0.3170894716626049,2.849671233624635
-0.00024193490691534915,0.013939029127179587,-0.17834518720277295,2.29265658665041
0.0005114810733940768,0.01227693905896952,-0.18999159977494212,3.027456221287615
0.0005545833746583164,0.012326341329038025,-0.27809883814325687,3.6501233813555274
0.00043542805072134267,0.011476825574804648,-0.09766516882863023,3.6605021209594897
0.0004930016212529498,0.011575045594944282,-0.2110131038718315,4.348445731653025
7.703926813433516e-05,0.012424189966587824,-0.3007364393068061,3.0021231199404523
-1.5792878584899204e-05,0.013660143286965375,-0.36194372560136717,2.6034197005469455
-0.0001294514610311396,0.012789967258405671,-0.21944641243814567,2.745006623519939
-0.0001459171922936677,0.01283320888858528,-0.27148148654298393,2.2001119277622596
0.00047679957926115963,0.011745875820001798,-0.13065929590254363,3.658239072521247
0.0005041467226385582,0.010905649690267888,-0.19737797287698816,3.4516721294569965
0.00038059362192176916,0.011970429125950964,-0.06375890985024212,3.0839863698574757
0.0003073873313000345,0.012306167875302506,-0.16231670324683778,3.0137469620967083
0.00019256889511819463,0.011468611908802445,-0.21265303249377845,3.230259175694962
0.00027524714821856817,0.011991313282093824,-0.46489251251983477,3.192180690190634
0.00011347914420937413,0.013011352768003647,-0.1884717813549709,3.2212631045308076
0.00014663745223241387,0.012466587482633955,-0.32282850563406557,2.515416836034576
0.0003330866588241072,0.011288293611516663,-0.30225205863077603,3.300995920303925
0.0003077521071671085,0.012068228278793386,-0.25274964406196915,2.9814297787957313
2.179380082324219e-05,0.011772704831898127,-0.4101382373822067,3.2404178410866056
0.00037510934820250713,0.012476761129329,-0.17616725314215814,2.9095011869144027
0.0005306672800221495,0.01038284690065566,-0.18705063209808379,3.6830654157632834
0.0007040933281080576,0.012485580024457451,-0.10760056085699239,2.540727399713484
0.0001359243566471781,0.011528176134872146,-0.08410948331175432,3.344700103485102
0.0005842314489786948,0.011826423578420642,0.12745280253585167,2.7711205369536227
0.00040141154281670923,0.012151528016189381,0.024203791957176396,3.1214916665543413
0.00034673722462083957,0.011977004127788368,-0.2027283080075008,3.274444078754671
-1.776052968826031e-05,0.012670203246642156,-0.12962159609816168,2.9849389013138845
0.0003325049764215079,0.011993055818684996,-0.16258341172354152,3.7264538892448504
0.00041623487792407466,0.010486652667311703,-0.26184783872834805,4.353667311981618
0.0004991856185944579,0.012284411482709739,-0.21438275131638854,3.121172191994697
